match_id,team1_champ_kills,team1_baron_kills,team1_drag_kills,team1_herald_kills,team1_tower_kills,team1_inhib_kills,team1_total_gold,team1_total_dmg,team1_win,team2_champ_kills,team2_baron_kills,team2_drag_kills,team2_herald_kills,team2_tower_kills,team2_inhib_kills,team2_total_gold,team2_total_dmg,team2_win
NA1_4471334631,27,0,0,2,3,0,51237,91316,0,40,1,3,0,11,3,61420,115262,1
NA1_4469437183,35,2,1,0,11,3,71189,129143,1,30,0,2,1,6,0,64454,103730,0
NA1_4479315073,26,0,2,1,2,0,60438,87377,0,41,2,3,1,9,3,69127,129500,1
NA1_4502371081,28,0,2,1,3,0,53696,86171,0,40,1,2,1,8,1,64786,104570,1
NA1_4484248795,21,0,2,1,2,0,38803,53765,0,19,0,1,1,8,1,43616,53999,1
NA1_4481011134,10,0,0,0,0,0,21786,19728,0,15,0,2,1,5,0,31860,27551,1
NA1_4432073177,23,0,1,0,0,0,48909,89099,0,43,0,3,2,10,2,63402,116035,1
NA1_4476310583,27,0,3,2,9,1,50988,71132,1,18,1,0,0,0,0,42455,51767,0
NA1_4419633658,30,0,2,0,6,1,57376,100017,0,38,1,1,2,9,1,64574,109420,1
NA1_4438225061,26,0,0,1,4,0,59875,84260,0,34,1,4,1,6,1,60368,105759,1
NA1_4468718819,25,0,2,2,6,1,40267,56450,1,11,0,0,0,2,0,33723,46366,0
NA1_4481886139,29,0,2,1,8,1,64963,91820,1,30,1,3,1,3,0,59219,95569,0
NA1_4484046765,21,0,0,1,2,0,43298,53362,0,30,1,2,1,4,0,49800,74189,1
NA1_4456142152,25,0,1,1,4,0,56771,105739,0,35,1,3,1,8,1,64754,128034,1
NA1_4483598080,33,0,1,0,3,0,51929,93956,0,31,0,2,0,6,1,52360,88469,1
NA1_4486556761,22,0,2,1,4,0,36137,37821,1,6,0,0,1,1,0,26149,24239,0
NA1_4491799132,11,0,0,0,2,0,36385,52431,0,31,0,2,2,7,1,47816,62506,1
NA1_4432052687,33,0,0,1,4,0,64973,117193,0,51,2,5,0,11,2,76949,128641,1
NA1_4448490243,22,0,1,0,3,0,49224,78317,0,28,1,1,2,5,1,53148,74232,1
NA1_4453200687,15,0,0,0,0,0,38512,53071,0,31,0,2,1,5,0,49207,76054,1
NA1_4431772807,43,1,3,2,10,1,59940,106235,1,14,0,0,0,1,0,40976,63467,0
NA1_4468216959,24,0,1,1,4,0,37922,32921,1,3,0,1,0,0,0,23717,27950,0
NA1_4486097102,38,1,2,2,10,2,58458,83463,1,22,0,0,0,0,0,42804,66873,0
NA1_4515103140,20,0,1,1,4,0,45394,53874,0,24,1,1,1,4,0,49126,63366,1
NA1_4492218019,35,1,4,1,11,2,68042,103154,1,29,0,0,1,5,0,62911,90478,0
NA1_4480247842,33,1,2,2,9,1,56285,74202,1,17,0,1,0,1,0,39470,52352,0
NA1_4436768977,28,1,1,2,8,1,57680,72865,1,20,0,3,0,3,0,51079,64261,0
NA1_4421647172,19,1,1,1,2,0,53098,104999,0,33,0,2,1,10,2,62388,107450,1
NA1_4463425828,26,0,2,1,4,0,43062,65094,1,12,0,0,1,2,0,34344,41797,0
NA1_4451159534,39,0,2,1,10,1,54426,82347,1,13,0,1,1,1,0,39321,61978,0
NA1_4506223593,31,1,1,2,9,1,54676,87329,1,26,0,2,0,2,0,45604,59851,0
NA1_4473961816,38,1,3,2,11,3,70874,105967,1,16,1,2,0,2,0,62924,109077,0
NA1_4515749583,23,0,2,2,5,0,65106,112047,0,41,2,3,0,5,1,70943,131182,1
NA1_4428582513,34,1,2,1,11,4,67157,129339,1,28,1,1,1,2,0,61991,113608,0
NA1_4450966462,28,1,4,1,9,2,58426,72142,1,15,0,0,1,2,0,47290,52903,0
NA1_4457290753,10,0,0,0,0,0,33233,41902,0,31,0,3,2,8,1,48345,69659,1
NA1_4510454115,32,0,2,2,9,1,50671,72117,1,15,0,1,0,0,0,36337,47287,0
NA1_4476290916,42,0,2,1,10,2,56796,94339,1,30,0,0,1,2,0,48248,80098,0
NA1_4504007952,10,0,1,0,0,0,30261,37605,0,30,0,1,1,8,1,46314,67821,1
NA1_4473728724,30,0,2,1,6,0,46484,65417,1,7,0,0,1,1,0,35605,35734,0
NA1_4450875998,9,0,0,1,0,0,27984,35243,0,23,0,2,0,3,0,38946,63129,1
NA1_4478931425,14,1,0,1,0,0,44493,60347,0,31,0,2,1,11,3,53284,63872,1
NA1_4489404801,15,0,1,0,0,0,37382,46354,0,19,1,2,2,10,1,48465,78753,1
NA1_4485306449,42,2,3,0,7,1,88494,164242,1,53,0,3,2,4,0,80811,160166,0
NA1_4458639673,45,1,2,2,10,2,68370,127624,1,26,0,1,0,2,0,61899,106336,0
NA1_4472169146,13,0,0,2,4,0,44259,69861,0,31,1,2,0,11,2,57889,84349,1
NA1_4487793367,16,0,0,0,0,0,39636,49431,0,21,0,2,2,11,3,46848,56906,1
NA1_4507852243,23,0,3,1,3,0,42209,56406,1,10,0,0,1,1,0,34927,47306,0
NA1_4482193041,16,0,1,1,1,0,32490,29085,1,4,0,0,0,0,0,23350,23361,0
NA1_4447542557,33,0,1,1,5,1,45707,72421,1,21,0,2,1,3,0,41077,52523,0
NA1_4483655603,38,0,2,0,10,2,57052,85590,1,24,1,1,2,2,0,49968,68489,0
NA1_4425538975,10,0,1,1,2,0,39728,48615,0,32,1,2,0,6,0,53600,73886,1
NA1_4473615589,34,1,1,2,9,1,58455,94459,1,31,0,2,0,3,0,52075,87357,0
NA1_4509448542,28,1,1,0,4,0,60691,103816,0,37,0,3,2,8,1,68091,95209,1
NA1_4481137880,17,0,1,2,8,1,43888,44645,1,3,0,1,0,2,0,33797,31545,0
NA1_4485082705,22,0,2,2,4,0,45077,56826,1,15,0,1,0,0,0,35912,50319,0
NA1_4486306967,45,1,3,0,7,1,64190,129558,1,30,0,0,1,3,0,58207,109535,0
NA1_4507714784,15,0,0,1,4,0,37600,48973,1,7,0,2,1,1,0,29860,34873,0
NA1_4478819554,3,0,0,0,0,0,23733,21125,0,21,0,2,2,2,0,34751,35210,1
NA1_4485457679,15,0,2,1,2,0,35007,31657,1,5,0,0,0,0,0,26416,29896,0
NA1_4451111348,19,0,1,1,4,0,48673,65058,0,28,1,2,1,6,1,55977,85892,1
NA1_4426959151,35,2,3,1,7,1,72912,133288,1,35,0,2,1,6,1,68567,128228,0
NA1_4471322463,9,0,0,0,0,0,24218,32121,0,20,0,1,1,1,0,32386,44922,1
NA1_4450102388,12,0,0,1,0,0,33964,37184,0,20,1,2,1,3,0,43674,50438,1
NA1_4430736901,40,1,3,2,6,0,58152,97020,1,29,0,0,0,2,0,48000,81565,0
NA1_4511359048,30,1,1,2,9,1,54507,75593,1,17,0,2,0,3,0,42859,54251,0
NA1_4449166275,26,0,0,1,0,0,46085,72396,0,35,1,3,1,10,1,58856,85651,1
NA1_4485626830,36,1,3,2,10,2,65842,92468,1,11,0,0,0,3,0,48928,64237,0
NA1_4513053120,16,0,1,0,2,0,39635,47136,0,32,1,1,2,8,1,54565,68770,1
NA1_4446225598,32,0,3,2,4,0,65398,128857,0,36,1,3,0,7,1,72126,115506,1
NA1_4491062800,24,2,1,0,6,0,66735,117331,0,40,0,4,1,8,1,70009,113433,1
NA1_4405774296,29,1,4,2,10,1,63275,104836,1,23,0,0,0,1,0,50987,85203,0
NA1_4509331482,30,1,2,0,3,1,55379,81915,1,24,0,1,2,8,1,52016,64820,0
NA1_4473046086,20,0,2,1,4,0,56022,94719,0,37,1,2,1,8,1,65395,98055,1
NA1_4482034804,34,1,1,1,8,1,65518,109062,1,25,1,3,1,5,0,60407,105779,0
NA1_4448382983,39,1,4,0,8,1,64656,100957,1,25,0,0,1,5,0,54641,73271,0
NA1_4511793165,43,2,3,2,8,2,78457,152323,1,35,0,3,0,6,0,74829,109305,0
NA1_4477163900,4,0,0,1,0,0,23584,26834,0,12,0,1,0,2,0,30883,36335,1
NA1_4447885459,37,1,1,2,10,3,80539,133618,1,31,1,3,0,4,0,72401,133372,0
NA1_4490286264,10,0,0,1,1,0,32083,38508,0,21,0,2,0,5,1,40809,49086,1
NA1_4491354323,23,0,1,1,0,0,37026,62380,0,32,0,1,1,6,0,47577,65054,1
NA1_4428045051,42,2,2,0,8,1,78743,128477,1,36,0,3,2,4,0,71763,174804,0
NA1_4510167713,19,0,0,1,2,0,45423,55991,0,34,1,2,1,11,3,58397,93461,1
NA1_4463051711,28,0,0,0,4,0,59323,101590,0,39,2,3,1,7,1,71229,97608,1
NA1_4496951833,36,1,1,1,11,3,66024,105723,1,19,0,3,1,3,0,56068,93733,0
NA1_4469356432,12,1,0,0,2,0,44072,52215,0,24,0,3,2,7,1,50688,61844,1
NA1_4500458139,42,0,2,1,9,2,60361,90879,1,23,0,1,1,4,0,46594,68020,0
NA1_4489582271,43,1,2,2,9,1,62754,79565,1,27,0,2,0,4,0,51979,87964,0
NA1_4484928797,32,1,1,2,9,2,57711,88511,1,18,0,3,0,3,0,49541,66881,0
NA1_4491019881,12,0,0,0,1,0,40850,42407,0,27,1,3,2,9,1,53420,70347,1
NA1_4482854442,21,1,3,0,8,1,52472,60100,1,17,0,0,2,2,0,44651,59976,0
NA1_4460709685,24,1,2,2,10,2,55120,74231,1,12,0,2,0,3,0,48553,76358,0
NA1_4485121604,23,2,4,2,11,3,68569,95221,1,24,0,0,0,4,0,63552,97150,0
NA1_4483716487,20,0,2,1,4,0,33918,43963,1,6,0,0,0,0,0,23174,27898,0
NA1_4412467445,10,0,0,1,4,0,37276,38731,0,23,0,3,1,3,0,41247,46851,1
NA1_4488994469,18,0,3,1,4,0,55740,85550,0,38,2,1,1,10,3,66415,109946,1
NA1_4484120412,23,0,0,1,3,0,44591,56331,0,33,1,3,1,4,0,52103,75912,1
NA1_4464115433,13,0,0,1,6,1,55133,86398,0,27,2,4,1,10,2,61989,91139,1
NA1_4484915253,18,0,2,2,5,0,42246,43915,1,7,0,0,0,0,0,32976,39818,0
NA1_4460373906,33,1,0,2,8,1,68783,116971,0,47,1,4,0,8,1,72581,161882,1
NA1_4490732923,22,1,2,2,10,2,52119,51474,1,6,0,0,0,0,0,35406,41570,0
NA1_4450369308,26,1,2,0,8,2,67228,80947,0,33,1,3,2,10,2,73126,106548,1
NA1_4471328064,9,0,0,0,0,0,25173,23204,0,24,0,1,1,3,0,34571,44434,1
NA1_4516820374,30,1,1,2,9,1,61215,117855,1,32,0,3,0,2,0,50492,82103,0
NA1_4475673644,27,0,1,1,4,0,37654,45540,1,8,0,0,0,0,0,24740,30242,0
NA1_4490761292,24,1,1,2,9,1,76217,136034,0,44,2,4,0,9,1,89306,159699,1
NA1_4507058349,32,0,2,0,6,0,49722,69635,1,13,0,1,1,0,0,36377,37852,0
NA1_4498022744,39,1,2,1,9,2,68675,123059,1,39,1,2,1,9,1,68595,96224,0
NA1_4482097670,23,1,3,2,5,0,48665,61824,1,14,0,0,0,0,0,36602,37321,0
NA1_4429775743,14,1,3,2,11,3,47184,33233,1,3,0,0,0,0,0,32238,32552,0
NA1_4453916966,12,0,0,0,0,0,37890,48395,0,27,1,2,1,8,1,51462,66181,1
NA1_4490464518,33,1,2,2,9,1,60784,96662,1,18,0,2,0,3,0,54857,98542,0
NA1_4515627264,39,1,2,2,9,1,72183,99448,1,30,1,2,0,4,0,67328,129238,0
NA1_4422616019,26,0,2,0,5,0,43733,57797,1,13,0,0,1,0,0,34761,43347,0
NA1_4502358805,15,0,2,1,3,0,45835,77723,0,28,1,1,0,4,1,52934,64192,1
NA1_4486155833,5,0,0,1,1,0,27653,26116,0,18,0,2,0,2,0,33051,35687,1
NA1_4463109167,21,0,2,1,5,0,37159,41673,1,14,0,0,0,0,0,27186,36040,0
NA1_4492739044,26,1,2,1,6,1,66677,135063,0,42,2,3,1,7,1,75233,139231,1
NA1_4468711272,30,0,2,1,8,1,40680,59281,1,5,0,0,1,2,0,27016,30777,0
NA1_4515766463,39,1,3,2,11,3,69367,111011,1,37,0,1,0,2,0,59948,111367,0
NA1_4476636288,33,0,1,1,2,0,69994,136423,0,46,2,4,1,11,3,80395,142535,1
NA1_4485937266,20,0,1,1,3,0,59520,77211,0,27,2,4,1,10,2,70760,91931,1
NA1_4433749263,13,0,1,1,3,0,32514,25501,1,3,0,1,0,2,0,27351,23965,0
NA1_4485334621,52,2,4,1,9,3,83638,166891,1,38,0,2,1,5,0,72244,136958,0
NA1_4487676379,60,2,3,1,11,3,88161,177853,1,45,1,2,1,5,1,80841,156351,0
NA1_4506398855,45,0,3,1,9,1,71302,126559,0,41,2,2,1,7,1,67952,124508,1
NA1_4488533171,39,1,3,1,7,1,67969,134711,1,36,1,1,1,3,0,64177,109450,0
NA1_4464721903,30,0,1,2,6,1,55384,104791,0,29,1,1,0,7,1,58298,85185,1
NA1_4420589668,23,1,3,0,4,0,42051,48509,1,12,0,0,2,2,0,36159,49542,0
NA1_4453401462,12,0,0,2,1,0,36535,49446,0,18,0,2,0,4,0,39720,44234,1
NA1_4434742551,27,0,2,1,4,0,55106,91450,0,35,1,2,1,10,2,59582,102154,1
NA1_4419420721,12,0,1,1,3,0,40840,37487,0,16,0,1,1,4,0,43906,52533,1
NA1_4452903171,8,0,0,0,2,0,39479,41165,0,30,0,3,2,10,3,48234,77278,1
NA1_4511763747,22,0,1,1,2,0,38109,51994,1,11,0,1,0,2,0,33130,43461,0
NA1_4416673000,45,0,2,2,8,1,77652,151341,1,48,1,3,0,5,1,74369,185527,0
NA1_4487746372,30,0,2,0,2,0,52107,83890,0,51,1,1,2,10,3,67226,137045,1
NA1_4503205531,50,2,3,2,11,4,73501,133921,1,21,0,2,0,4,0,61710,99417,0
NA1_4471104246,15,0,0,0,2,0,41893,38893,0,26,1,2,2,9,1,54153,62568,1
NA1_4435624967,36,1,3,1,6,1,60567,93473,1,27,0,1,0,4,0,53050,83038,0
NA1_4429073733,16,0,0,1,2,0,45332,69692,0,29,1,3,1,8,1,56925,89299,1
NA1_4505532869,59,1,2,1,9,3,67911,127331,1,38,0,2,0,2,0,52935,100300,0
NA1_4407808109,28,1,1,0,5,1,66147,102579,0,44,1,5,1,5,1,76114,153151,1
NA1_4477450794,28,1,3,1,9,2,51795,83685,1,18,0,0,1,2,0,42272,61124,0
NA1_4477188189,4,0,0,1,0,0,24650,22274,0,18,0,2,1,4,0,36031,38559,1
NA1_4473539461,48,0,4,0,7,1,67946,122646,1,29,1,0,1,7,1,61680,142363,0
NA1_4514678064,7,0,0,0,0,0,26375,33585,0,17,0,2,1,1,0,33206,38322,1
NA1_4461756203,13,0,0,1,2,0,38131,44841,0,23,0,3,1,5,0,47245,55778,1
NA1_4476441142,30,1,2,1,8,1,51852,73391,1,19,0,0,0,2,0,41724,82380,0
NA1_4480454156,40,4,5,2,11,7,99352,186547,1,41,0,2,0,7,1,99038,215566,0
NA1_4484962810,30,1,2,2,10,3,61015,93907,1,23,0,1,0,3,0,54281,75677,0
NA1_4429709336,11,0,0,1,0,0,26051,29281,0,24,0,2,1,4,0,36187,35976,1
NA1_4502334487,56,1,3,2,9,1,82572,150185,1,27,1,2,0,3,0,72560,142288,0
NA1_4477229269,19,0,2,1,5,0,36696,32452,1,3,0,0,0,0,0,20682,22136,0
NA1_4478031688,44,1,3,0,10,2,67157,131044,1,25,1,1,1,3,0,61581,97512,0
NA1_4485408649,23,0,1,0,1,0,63263,111571,0,46,2,4,2,10,3,79293,151373,1
NA1_4479676853,7,0,0,0,0,0,23657,33847,0,28,0,0,1,5,0,38808,42157,1
NA1_4509900286,24,1,2,2,4,0,51810,70980,1,14,0,2,0,1,0,42172,62917,0
NA1_4479195891,18,0,1,0,1,0,44530,53323,0,25,1,1,2,10,2,56698,77215,1
NA1_4487989378,22,0,1,2,2,0,36786,45365,1,8,0,1,0,1,0,28567,31601,0
NA1_4502967718,31,0,1,1,6,0,49753,65036,1,15,0,1,0,2,0,38582,53275,0
NA1_4474855990,9,0,0,0,0,0,26486,34380,0,28,0,1,1,5,0,37319,45620,1
NA1_4481660145,40,1,2,2,9,1,54456,94946,1,15,0,0,0,0,0,40656,84627,0
NA1_4473096663,14,0,0,0,0,0,26739,31935,0,29,0,2,1,4,0,40749,49077,1
NA1_4456903808,39,1,4,1,10,2,68151,101548,1,23,0,0,1,4,0,56308,74855,0
NA1_4450548998,24,0,0,1,4,0,50998,97431,0,30,1,3,0,7,1,54616,104089,1
NA1_4505305116,21,1,2,2,7,1,57852,83008,1,30,0,2,0,4,0,55698,75009,0
NA1_4470464042,31,0,3,2,10,2,56924,77748,1,14,0,0,0,1,0,42181,59584,0
NA1_4487697304,38,1,2,2,8,1,54504,89117,1,17,0,1,0,0,0,40600,66474,0
NA1_4508836996,33,1,3,1,6,1,60736,100339,1,22,0,0,0,2,0,50470,68377,0
NA1_4509098629,36,1,2,1,9,2,64708,116162,1,27,1,3,1,3,0,59881,81716,0
NA1_4479801197,57,1,4,2,9,3,78611,149017,1,34,1,0,0,8,1,70866,130376,0
NA1_4503800092,12,0,1,0,0,0,36038,47298,0,18,1,2,2,4,0,44499,49371,1
NA1_4453277146,35,2,4,0,10,2,71351,121158,1,28,0,0,2,6,0,61554,100637,0
NA1_4486042837,24,1,2,2,6,1,49975,59116,1,15,0,0,0,1,0,40132,47949,0
NA1_4438150073,5,0,2,2,1,0,31763,42102,0,27,0,1,0,8,2,47569,57186,1
NA1_4440806139,24,0,1,2,7,1,40134,47370,1,11,0,1,0,4,0,35577,35030,0
NA1_4437698302,37,1,3,2,9,1,70904,122095,1,30,1,1,0,5,1,63919,133799,0
NA1_4488943614,38,1,1,1,10,2,60271,116688,1,18,0,2,1,0,0,45199,80124,0
NA1_4474035426,46,1,1,1,9,1,62986,112357,1,27,0,2,1,2,0,50430,76486,0
NA1_4513607500,35,0,1,1,9,1,49666,74194,1,19,0,2,1,1,0,39678,61443,0
NA1_4492899549,15,0,1,1,2,0,38931,51056,0,28,1,2,1,5,0,50268,66208,1
NA1_4490131984,14,0,0,0,1,0,37601,47064,0,30,1,3,2,10,1,55695,74905,1
NA1_4468556715,29,2,4,2,10,2,71343,114920,1,20,0,1,0,1,0,59026,123459,0
NA1_4489458876,42,0,2,1,11,3,53225,78039,1,8,0,0,0,0,0,30477,46066,0
NA1_4481123461,38,1,2,2,8,1,57113,101912,1,19,0,0,0,2,0,41680,60605,0
NA1_4434123568,14,0,0,1,0,0,31944,49011,0,29,0,2,1,8,1,44960,66556,1
NA1_4475715611,23,1,1,2,4,0,67613,104704,0,34,1,4,0,7,1,71609,121547,1
NA1_4417946603,21,0,0,1,3,0,54149,85356,0,32,1,4,1,3,0,60269,86831,1
NA1_4467973880,24,0,2,2,9,2,45734,54882,1,12,0,0,0,1,0,33099,36585,0
NA1_4489969624,26,0,2,2,6,1,38967,48682,1,7,0,0,0,0,0,24632,37611,0
NA1_4426417646,44,1,3,1,6,1,69066,137951,0,46,1,1,0,10,1,75287,131551,1
NA1_4439515466,35,2,3,1,11,4,83866,134497,1,33,0,3,1,5,0,78192,151056,0
NA1_4507103534,13,0,0,0,1,0,39104,54927,0,27,0,3,2,7,1,49679,64952,1
NA1_4478720711,31,0,1,1,6,0,43099,57462,1,9,0,0,0,0,0,29400,40611,0
NA1_4476583033,27,1,1,1,7,1,60797,78608,1,23,1,2,0,5,0,55498,84573,0
NA1_4428853314,26,1,2,1,4,0,48565,66138,1,12,0,1,1,2,0,38582,44588,0
NA1_4489634295,27,0,0,0,8,1,48867,72410,1,26,0,2,2,2,0,45202,77503,0
NA1_4510026977,36,2,1,2,11,5,70889,120901,1,27,0,4,0,2,0,66235,102187,0
NA1_4463966429,34,1,2,2,7,2,66487,111752,0,34,0,3,0,8,1,67617,91527,1
NA1_4491305484,37,1,2,0,6,1,62644,111609,1,20,0,3,2,4,0,57358,101715,0
NA1_4430503275,24,1,0,2,5,0,60845,92656,0,36,0,4,0,5,0,63364,102992,1
NA1_4516341325,28,0,1,0,1,0,41032,62360,0,40,0,2,2,5,0,51149,83117,1
NA1_4408241327,15,0,0,0,0,0,32628,37028,0,20,0,2,2,6,1,42247,44415,1
NA1_4399345682,32,1,3,1,7,1,55995,90045,1,16,0,0,0,3,0,45079,58688,0
NA1_4485654968,18,0,1,0,2,0,45083,93727,0,39,1,3,2,9,1,62674,112367,1
NA1_4406470282,23,0,1,1,3,0,40821,45616,1,10,0,1,0,1,0,31956,34055,0
NA1_4497577887,39,2,3,1,10,1,70727,120768,1,29,0,1,1,3,0,59457,116545,0
NA1_4433449263,17,0,0,0,3,0,52695,66315,0,30,1,4,2,10,2,65179,81792,1
NA1_4511025957,33,2,1,1,6,1,67987,98189,1,21,0,3,0,9,3,62355,117534,0
NA1_4475901395,16,0,1,1,1,0,46727,53474,0,30,1,2,1,8,1,59602,75347,1
NA1_4474626442,48,1,3,2,11,5,67515,149312,1,26,1,1,0,2,0,54571,108209,0
NA1_4478699796,40,0,2,2,9,2,75710,151977,1,43,2,2,0,6,1,75889,158210,0
NA1_4491873722,15,0,1,0,2,0,38961,45002,0,29,0,1,2,6,0,46670,58638,1
NA1_4453247352,10,0,1,1,0,0,35240,41683,0,20,1,1,1,6,0,45494,57291,1
NA1_4488174528,41,2,2,0,11,3,76198,118994,1,28,0,3,2,4,0,66963,97785,0
NA1_4443305435,21,0,2,2,2,0,48545,78711,0,30,1,0,0,9,2,57750,81628,1
NA1_4483669695,45,1,3,2,9,1,75809,150784,1,39,1,2,0,7,1,70798,141846,0
NA1_4457053524,36,3,2,2,11,5,79156,131460,1,26,0,3,0,2,0,70518,119231,0
NA1_4501205982,31,1,3,1,5,0,56017,88291,1,16,0,1,1,2,0,46150,72303,0
NA1_4449361330,20,1,3,0,5,0,47189,55754,1,15,0,0,2,2,0,39476,42958,0
NA1_4443222798,24,0,1,2,3,0,59824,100068,0,35,2,3,0,7,1,66358,116643,1
NA1_4477951366,23,0,1,0,2,0,43879,50992,0,40,1,1,1,9,1,57690,88609,1
NA1_4388131223,26,1,2,1,7,1,65663,82095,0,29,1,3,1,9,2,68033,115225,1
NA1_4510854136,28,1,3,1,6,1,56228,108794,1,24,0,1,1,2,0,47040,71445,0
NA1_4412644748,34,0,2,2,11,3,50794,66661,1,19,0,0,0,0,0,35372,40860,0
NA1_4400302529,20,0,3,1,6,1,58001,58164,1,13,1,1,1,3,0,53380,52292,0
NA1_4465663492,33,1,2,0,4,0,47361,71445,1,12,0,0,1,3,0,40342,49404,0
NA1_4490169668,10,0,0,1,2,0,36898,39556,0,22,0,3,1,8,1,46380,55954,1
NA1_4474737887,35,1,4,2,9,2,56103,76398,1,18,0,0,0,2,0,42704,57908,0
NA1_4488273121,14,0,0,0,1,0,36883,40879,0,26,0,1,2,6,0,46592,59092,1
NA1_4466967452,14,0,0,0,1,0,37653,41754,0,28,0,2,2,11,3,52878,67718,1
NA1_4453262187,27,0,3,1,3,0,45383,57553,1,21,0,0,1,2,0,39175,53439,0
NA1_4405427279,32,0,3,1,6,0,61510,82168,1,17,0,1,1,2,0,53907,65835,0
NA1_4502716851,15,0,1,1,3,0,41868,53599,0,22,1,2,1,9,1,50292,60598,1
NA1_4463353552,32,2,2,0,8,2,65529,117806,1,26,0,2,2,5,1,61204,102673,0
NA1_4464865299,30,1,2,2,10,2,57599,82563,1,15,0,0,0,2,0,41783,55523,0
NA1_4443176728,26,1,2,2,9,2,55597,80369,1,11,0,1,0,1,0,41416,51339,0
NA1_4420285981,39,1,2,2,10,2,61828,92710,1,20,0,0,0,2,0,47957,69731,0
NA1_4473422973,36,1,1,1,5,0,71389,134669,0,50,1,4,1,7,1,73202,152453,1
NA1_4444572042,5,0,0,0,0,0,24726,25453,0,18,0,1,1,4,0,35287,37226,1
NA1_4431703663,42,1,2,1,9,2,64096,127044,1,30,0,2,0,0,0,50543,85756,0
NA1_4496036127,20,0,1,1,2,0,33699,38979,1,5,0,1,0,0,0,24239,25682,0
NA1_4482485962,24,1,3,0,4,0,47353,53869,1,13,0,0,2,3,0,40816,39633,0
NA1_4467952854,19,0,1,1,1,0,51599,86144,0,35,1,3,1,6,1,59882,86531,1
NA1_4477336695,27,0,1,1,5,0,38073,40732,1,7,0,0,0,0,0,22864,25862,0
NA1_4475926959,19,0,0,0,0,0,35776,50842,0,35,0,2,1,4,0,46663,72954,1
NA1_4421865640,17,0,1,0,2,0,32838,32102,1,7,0,0,1,1,0,25656,24087,0
NA1_4445800849,24,0,4,1,7,1,52246,62251,1,13,1,0,1,8,2,51860,63012,0
NA1_4482844934,25,1,1,1,8,1,56869,89218,1,29,0,2,1,3,0,49757,94221,0
NA1_4437001210,33,1,2,1,4,1,60080,83848,1,20,0,1,0,2,0,49628,76149,0
NA1_4420731996,20,0,2,2,8,1,42491,59676,1,5,0,0,0,1,0,29398,46761,0
NA1_4481986003,8,0,1,0,2,0,36600,45668,0,28,1,2,2,5,0,46314,58221,1
NA1_4464990452,16,0,0,0,4,0,44080,62149,0,27,1,4,2,7,1,51450,63256,1
NA1_4419113382,28,0,2,2,9,2,46438,69336,1,11,0,0,0,0,0,31323,46710,0
NA1_4429935646,15,0,1,1,3,0,43845,64806,0,31,1,2,1,7,1,49783,71247,1
NA1_4506169794,27,1,3,2,9,2,49831,60970,1,10,0,0,0,1,0,37488,37285,0
NA1_4478213638,18,0,0,0,1,0,40905,62651,0,33,1,3,2,9,1,54555,74479,1
NA1_4423983206,9,0,0,1,0,0,23447,24433,0,27,0,2,0,2,0,35862,46690,1
NA1_4453488183,24,0,3,2,7,1,56340,70736,1,17,0,1,0,0,0,43150,55613,0
NA1_4480349988,35,2,2,1,7,1,67685,117910,1,31,0,2,1,9,1,64199,90248,0
NA1_4503631483,28,0,2,0,10,1,43252,56603,1,6,0,0,2,0,0,27558,31786,0
NA1_4468294209,29,0,2,1,6,0,40317,37577,1,5,0,0,0,0,0,21294,20367,0
NA1_4430915145,36,1,2,2,10,2,64134,115318,1,34,0,2,0,1,0,51274,90818,0
NA1_4512665825,18,0,3,2,7,1,59702,91050,0,32,2,2,0,10,2,66450,86840,1
NA1_4453434886,33,0,2,2,7,0,43034,57467,1,12,0,0,0,1,0,30601,49095,0
NA1_4428140426,16,0,3,2,6,0,43718,53275,0,34,1,0,0,8,1,54363,82155,1
NA1_4508227188,25,1,1,2,5,0,55296,65987,1,11,0,2,0,2,0,41006,55979,0
NA1_4505697648,13,1,0,2,6,0,52567,71167,0,32,1,3,0,7,1,56094,99294,1
NA1_4455338991,20,0,3,0,1,0,39029,60771,0,30,0,0,2,4,0,44835,70849,1
NA1_4486043084,33,0,1,0,1,0,54545,93863,0,36,1,3,2,11,3,63703,109001,1
NA1_4483423922,29,0,1,1,2,0,63693,115313,0,51,2,4,0,11,3,74320,155871,1
NA1_4479104289,25,1,1,2,7,1,50844,67077,1,16,0,1,0,2,0,42713,55588,0
NA1_4448455423,21,0,1,2,4,0,40999,54436,1,12,0,1,0,1,0,33239,39925,0
NA1_4444185666,41,1,3,2,10,1,57279,96065,1,15,0,0,0,0,0,37571,66863,0
NA1_4471864421,35,0,1,2,4,0,65238,107753,0,43,1,3,0,9,2,70141,123086,1
NA1_4508545189,26,1,3,2,4,0,48951,75238,1,15,0,0,0,2,0,40926,50934,0
NA1_4488754797,29,0,1,2,8,1,51406,90080,1,13,0,2,0,2,0,43141,70163,0
NA1_4486339214,30,0,0,0,3,0,55448,77873,0,29,1,3,2,11,2,62784,90125,1
NA1_4474335185,5,0,0,0,0,0,23040,25746,0,16,0,1,1,2,0,31523,28532,1
NA1_4429076477,38,1,4,1,9,1,67068,129330,1,22,1,0,0,4,0,55188,92120,0
NA1_4480477709,11,0,0,2,3,0,35565,47224,0,23,0,2,0,5,0,40808,62237,1
NA1_4437494579,13,0,0,2,2,0,37928,40669,0,22,1,2,0,2,0,40972,44305,1
